Instagram,Facebook,Twitter,Linkedin,Discord,Twitch,Ingresos
8.771020912,6.038182964,6.787324988,15.16517404,7.376689183,20.29495003,440.5172998
9.550776364,3.768292327,6.679188896,14.48626793,8.271183397,22.00388591,284.1454669
9.829837558,4.533318947,7.315144686,12.19630746,7.152913204,21.40738306,383.4716924
8.648471573,4.658905729,7.491859623,13.71704476,8.00419767,21.77786922,387.6243347
9.495927491,4.567150708,5.740539865,13.71981006,7.206083939,22.21598355,269.5577605
9.801381543,2.094210454,5.734163404,15.88887335,4.9388517,21.1191554,105.1747788
8.648687639,3.946752226,7.177898952,13.88002104,6.926454419,21.47540671,314.7797271
11.2167412,6.153579928,7.459071581,14.02572236,7.150916668,19.48380477,539.3571043
9.542302011,4.613161288,5.003740886,16.26619364,7.043809351,20.83381389,227.1195381
8.982362167,2.006447283,5.079064732,14.60356593,5.519941626,20.49808415,32.83585685
7.967464065,4.70736094,9.294253107,14.53255703,7.025103888,20.19403679,511.6315971
11.92927588,4.206231655,8.065174621,13.84331662,6.599957919,21.20664246,457.8161615
10.98549105,5.155318365,6.367349245,14.11618375,7.316208653,21.26338095,385.25587
9.755387653,5.743215871,6.343014761,14.35911888,5.576145903,20.26829687,403.2522644
10.1152177,3.397888864,6.097204543,14.77460039,8.356456978,21.79718866,226.7697696
10.80964627,4.394859542,6.764709069,16.06530189,6.565627112,21.58723453,362.2438982
9.628410588,3.972482215,5.379059036,15.83364066,7.227215042,22.15867216,209.3093297
8.473514512,4.680220788,6.175701648,15.0023963,8.710341151,18.44312479,293.8615737
9.262149539,3.025449792,5.787360993,14.03626039,6.271947861,18.88483899,160.1541
10.49601062,3.21870652,3.8629078,15.08200449,6.052651038,20.21539679,59.67873962
9.250027443,3.767321756,6.749717508,16.45963802,6.570491162,22.25979527,289.0241354
8.511000765,3.636481917,6.771935542,14.97849215,9.310074064,21.59964078,263.728352
7.668105044,2.14645604,6.596755019,15.67104113,5.531744216,21.49061532,131.7092652
11.01223565,2.102492032,8.872653127,14.30302458,6.680835878,21.44526344,351.5720639
9.480362541,4.528101478,6.172653869,16.02067916,6.604785431,21.55513418,304.1200628
9.809647282,3.157480998,5.412412392,14.97488636,7.951032458,20.6291393,154.9128892
9.658675287,5.052574394,6.828645266,15.70550391,6.754630635,20.17851443,391.384098
11.3957884,2.830934565,5.345196923,15.7629282,8.228908047,19.85563516,158.1827043
9.485166817,3.095061488,7.774538572,15.68188853,6.672318922,21.45106403,317.9588176
10.79060243,3.762048647,6.383100215,13.50801968,5.517537715,21.14198502,282.3162135
9.821543572,3.57274432,6.674797078,16.22104845,8.580082966,21.29589085,279.6374077
11.10032898,4.821077735,7.781091524,14.01060604,6.772080292,20.64475524,466.0136937
9.482993317,5.041601048,7.934695703,15.4884265,9.01279059,19.65965572,467.0919433
11.37026916,3.6329035,8.402974651,15.46390448,5.15648585,21.16965263,435.7714588
11.57888778,4.592075234,7.853128566,15.88185028,6.852820913,20.8836595,468.8926084
10.69434536,4.335287427,5.894921548,15.28808635,7.716258383,20.33230501,290.6251129
9.048225208,4.787912207,6.671477187,13.77765583,8.760858298,21.68964565,344.7423655
12.37526527,4.226989938,6.281193689,13.7120304,8.340252887,21.65758236,337.6025073
8.625908213,4.068842499,6.833031848,13.40980862,8.332864629,20.24263808,296.6864188
11.2339212,5.534311928,5.470786246,14.5460186,7.41133801,21.63887804,352.813593
9.93040796,4.203481122,6.624191524,16.68312514,7.553502075,20.68326372,323.9669825
9.782602449,3.389794306,7.11980699,14.88951415,5.854315411,21.4740179,294.6496671
10.79208881,4.109434263,7.542984955,15.34557193,7.311134433,21.70717779,396.2038781
9.259036743,5.477571605,6.626812164,15.82132408,6.038176695,20.23583693,399.9042566
9.441836439,4.050081137,5.709464378,13.98715588,7.781223974,21.1830481,230.3629161
9.605585609,3.420381356,7.039816633,14.78916491,8.285362932,20.17996157,287.4627148
10.66173139,4.397011833,6.157528356,15.07040061,6.634797215,19.76552979,312.8717189
10.57979191,3.12447275,9.451658364,13.97148652,6.581587251,20.09522176,457.2859306
10.26746522,4.120935077,6.907027222,14.70560918,7.112050981,20.93998166,339.4651082
9.521521062,3.585445155,7.441277635,15.46183709,5.316858218,18.92862075,328.596887
11.22200042,3.657997389,6.480087675,15.23267888,6.671115271,21.52477649,294.6016767
9.848186245,5.315167393,6.615082061,14.53068824,6.406265311,22.56773282,394.793473
8.618945835,4.930919539,6.16193624,16.62458215,6.950833726,22.60795423,317.7458894
9.791425936,4.849167803,7.514781196,15.99358625,5.973646464,21.87620833,430.0185294
11.69484856,4.865280408,5.965282028,15.18288566,6.206089839,19.52352966,351.4245127
11.2455381,4.045166566,7.380814622,14.537495,5.064598833,19.30470498,386.0252397
9.776640328,5.716901161,6.764343268,14.94454763,7.541258419,20.13848641,433.9687089
9.432653203,4.422415079,5.520085849,16.02273007,6.788856566,20.60667336,248.3951045
9.442652471,4.413407241,5.918434052,14.11134844,9.018192256,20.06619012,271.6484841
9.100819115,2.453456535,6.597537357,13.62773542,8.562775268,23.07233627,174.3199864
10.77881231,4.057387188,6.985949087,14.04964104,6.673592663,21.08066532,348.2984308
12.01598919,2.873151711,6.754024124,16.42530968,6.85555574,20.31654309,276.6611872
10.04367075,5.045416017,7.962995963,15.55609115,6.738314909,18.99728236,479.927838
10.29017567,2.838377998,7.342999319,15.29719187,6.29220543,21.43435435,282.1712418
9.457776493,5.953266659,5.248649384,15.09193043,7.813763853,18.7458972,335.2202849
8.222032177,4.733714227,4.763876907,17.21570955,6.499356024,20.49160739,196.5638344
10.52205427,4.822582309,5.890739774,15.14518991,6.101387004,19.48814183,321.3211075
9.855562784,4.665095615,7.763401082,14.99755702,5.66000309,20.00853308,433.4793594
9.807122279,3.571447306,8.074150304,16.46535944,4.517175812,20.4361952,381.5258738
11.1651837,4.177689987,7.367236471,15.8105607,6.610211379,20.69668702,396.4157545
9.249093637,3.774106006,5.421493382,16.09256109,6.84288432,20.22984339,192.0616814
9.484663486,3.310661582,6.316664256,15.00690956,6.122008211,23.44671067,225.5451179
8.753645643,3.374102518,4.502885639,15.40114438,6.392510092,20.37592889,85.99971117
9.973961217,2.29662407,7.499587801,12.92896167,5.40589347,19.73548249,242.8220945
10.98026317,4.146733912,7.644652254,13.21943509,5.472779656,21.37194814,403.902512
9.329329244,5.612920125,6.503197899,16.36931578,7.53358733,20.01645343,403.267181
9.18693937,5.697716166,7.838991507,18.17466358,6.028091563,20.45668586,508.5584121
7.023952425,3.80272292,6.431013468,14.49921334,5.19255344,20.66749799,222.1295662
7.851156732,4.394844969,6.23963246,16.03654512,6.643037429,21.24168613,269.6185146
10.09917722,4.187409529,5.693753054,14.7621841,8.02583647,20.55186468,253.1443926
10.41487688,4.188107874,7.481375255,14.69272232,6.948053553,21.72030369,388.6013509
8.811227447,5.59837277,7.053457897,16.02436143,6.754536736,19.83159653,431.7398974
8.414557482,6.356490255,7.501448413,14.81303608,7.306709957,21.76641661,507.4400412
8.504693196,3.397862703,7.113062498,15.09041966,5.333540078,20.96700659,271.7668071
8.107160801,3.323634089,6.041951384,14.45699726,8.514450395,19.545474,179.69639
9.329617871,4.451685073,5.85580077,15.89992449,7.656050628,19.54826745,272.6028734
10.86367862,2.891176928,6.519769827,15.65172815,6.817151569,21.51424948,237.6420217
9.23731694,4.134649088,8.238233603,15.69412775,6.521843863,21.03801682,420.8499885
10.09910254,6.181736983,7.679383993,16.33778778,6.300908046,20.77424424,543.0912173
9.224038664,5.183177301,7.457404203,15.53224989,4.759867597,20.24278288,437.8501962
11.10665379,3.74482662,7.468253685,15.49537717,8.888223807,21.00125091,371.1015764
10.72712988,3.667599952,8.010749194,13.77079207,6.950368665,21.48450726,393.3354789
9.939090113,4.806057592,7.789787693,15.15020752,6.761914463,20.91888324,447.3390294
9.723154102,6.206359732,5.333522963,13.5419778,6.408616648,20.0295884,359.9919619
11.7485856,3.098845649,5.882281362,16.58358418,8.376176706,21.80694696,224.8894837
9.738322301,3.869475619,7.781692088,13.36131596,7.042612783,20.94825482,371.7416223
10.12219248,4.772178361,6.2857987,13.31787199,7.680389739,20.90197864,334.126593
9.813890673,5.56293127,5.011329579,15.87005489,7.602177176,22.12065939,298.9511261
10.47719619,3.895116951,5.281652904,14.26902648,6.867823712,20.86497101,208.1272981
10.89985571,2.989275952,6.471422876,15.14698934,5.662286292,22.09887491,240.3967051
8.896373103,5.067913004,5.447927619,15.3000489,5.771761299,21.01277731,277.111509
8.991899584,5.765570581,6.779194377,15.31101052,7.352073481,21.25219565,425.03546
9.26753046,2.840785053,7.075109522,16.73422057,5.902886518,21.23182533,247.9742188
9.149280828,6.644844562,7.155206858,15.810617,5.896811664,19.65621425,518.9839351
8.981341614,3.923721976,7.108492904,16.13926362,7.008254325,19.78757338,320.3600527
8.944582069,5.284765751,6.068405861,16.13395051,6.297243363,22.33259162,340.7042521
8.645025364,4.992368999,7.619051951,15.86254126,6.521514216,20.7478183,426.2929649
9.602606711,5.447135887,6.41276515,14.82364996,7.465125161,20.17893905,385.7696653
11.55235535,4.136301596,5.3958143,16.3027433,5.485851943,20.99248636,258.8090106
8.46515844,4.917228642,5.68362957,14.15148331,7.994736778,20.90243742,272.4931809
10.07007981,4.6713729,6.126752632,16.57114011,7.242243631,21.43305768,323.3060724
9.377032871,2.532094454,7.277491747,12.52442145,7.451034532,21.75078889,231.3185588
8.556881661,5.445777117,8.32071174,14.42307265,6.012977917,22.03635081,503.8687097
11.03107016,3.156820517,4.844326034,13.48092256,6.574720896,19.37357937,132.0040403
11.27980134,4.037755878,8.034587762,15.78418691,4.74902924,19.19195296,436.9881832
10.45151763,4.127374096,4.469034095,13.57701282,7.081900546,21.32148334,163.2338944
10.67717386,5.708166395,6.380345007,15.24538647,6.472937178,21.29402979,422.8358846
9.502850178,1.942082865,6.822989374,15.52765047,4.706208235,21.10350096,166.9546072
11.04145621,6.373276529,5.809638974,15.52424789,7.489023023,21.36174935,436.0322979
8.57293667,5.639717464,6.744268205,14.69116021,7.864355136,19.28404194,404.2133331
10.30934716,3.958404861,4.585381622,13.8047097,6.699468445,21.43667052,157.6913328
11.62741015,4.927167387,6.97939144,15.74033182,7.007239718,20.97016328,429.7361395
10.44891208,3.844558762,7.05909137,15.84986819,7.173146133,21.90076121,337.3531851
9.947478337,4.485478347,7.060106192,16.34126765,8.413061573,21.4082862,375.0013494
10.5341726,1.746454805,6.062911803,13.3271774,6.005907748,19.7287646,110.8864937
10.23362065,5.66871598,6.693683483,16.47783802,6.113103142,20.30461058,437.9733245
10.23135282,4.962874981,5.491925888,15.66927128,6.508824059,19.26083226,298.4082706
9.008358149,1.892810836,6.326350244,16.04369304,7.969687084,20.75206692,119.7401349
11.33936565,2.502259053,6.577374677,13.62649579,6.097927293,21.25558958,217.4605732
11.80569117,4.151051745,8.186554073,13.61678267,6.552555506,20.12741454,459.7946406
10.39832367,3.466042503,6.738734953,14.27398122,5.898921747,22.23840575,282.02045
9.776557036,3.514431933,7.860685308,14.27643472,5.900928543,21.3667114,355.4844513
10.97718773,2.094753041,8.230574407,16.14992728,6.440704097,21.58889744,308.7907723
10.01761696,5.535897728,5.945972638,14.87425164,7.578232267,19.7064002,365.9235094
9.590916817,4.510085707,6.56307038,15.86105302,5.865134088,22.59575545,332.8021623
9.858957418,3.320859389,6.59661754,13.16797982,9.04886381,20.26479696,248.4644663
11.19176164,3.459964609,7.047507132,16.01209932,5.466766783,21.37159207,323.3328759
10.22780542,4.590942201,6.455570721,13.80801498,8.348562444,21.83795521,336.860148
9.593641477,4.071167005,7.875311349,15.98549747,6.620582296,20.95830682,397.3385437
10.79756786,3.678051599,8.068646382,12.07281459,6.557837013,19.29573169,394.9604985
7.295608038,5.008104071,6.869936175,14.80501284,6.867630318,20.86670789,345.348381
9.670190133,3.890204115,5.954091563,13.60230739,7.562874572,21.83160332,239.9272913
9.436381127,4.523129504,7.116882109,15.34180331,7.592220031,21.15952447,369.6642776
8.896364264,2.72073751,7.142457621,17.0898977,6.732504512,20.40298003,238.5185875
9.305454163,4.804467949,4.746304478,14.73737874,8.904996577,20.68521173,213.4969827
11.45126751,4.213535632,5.931551214,15.91618214,6.85703919,18.93575808,300.2813521
9.569812436,5.904083146,6.10927029,15.65176391,7.99724438,20.5656233,397.7902831
10.11036383,4.675702122,6.510389887,15.60737008,7.923456797,21.50111126,349.5997161
10.98790588,3.953557829,7.696539706,15.18048838,7.667527032,20.01287118,399.4533986
9.968556165,4.322622216,5.663412006,14.01303141,7.282819248,22.09404476,256.097867
10.2479691,5.912220937,5.970481129,15.66084542,8.068210811,19.99928388,400.8044163
10.54319293,3.69928429,8.209118478,15.39148365,6.409630593,22.96540184,411.0250687
11.20899101,3.693308684,6.088318682,14.6587437,6.351125036,20.092328,266.8616438
8.919278036,4.391753481,5.314603037,12.97989919,7.292511799,20.86577503,213.5871472
9.9905991,3.360132731,5.483327065,14.92459509,8.016211876,20.5142934,177.6365015
11.13501223,4.110119212,7.784439745,14.11643735,6.451764743,22.50912632,416.740235
9.557368177,5.902676558,6.854822628,16.1349679,6.709938125,20.73837633,452.9025605
10.26635186,5.755994852,6.484097056,13.34150857,6.887000639,21.43647566,421.0043286
7.751666922,4.384055021,7.90608119,11.90072333,8.039394698,20.84393382,376.783059
8.593371566,3.572468249,8.00815105,13.80152313,6.369777495,19.83414163,347.2638033
10.06568701,2.413715745,6.380129141,14.94371006,6.776046596,20.96891933,177.0403843
8.85890632,5.430493376,6.234827133,14.43924491,7.110383803,21.48940463,356.9227457
7.77712113,3.936711204,7.833760632,14.75036885,7.71829371,20.70688245,348.024231
9.188083982,4.422862237,5.090752096,14.67846459,6.113418737,21.27100098,209.1066479
8.090019836,3.149216284,6.340073179,15.28136943,7.475581133,22.06018814,190.9058322
9.113731952,4.44238976,7.506150173,15.56529995,7.260107549,21.17375089,386.8915752
11.14992563,3.768742801,7.211891285,15.22812894,7.486773654,18.97657345,354.2669202
11.19063312,3.972574678,6.7277584,15.18312123,6.900048864,21.67642197,334.1863492
11.71657608,4.151276839,7.081753388,17.06775852,8.704928415,18.63458023,387.3843089
10.96798199,5.305299165,6.906175964,14.69985671,5.214585596,21.83083425,436.2870245
10.98270548,4.846450031,8.085909956,15.72342234,6.361181508,19.99621748,492.4322737
11.73249184,5.122531424,6.078698358,15.23645627,7.566972538,21.5083211,378.7515583
8.777247491,5.147726755,6.610335206,15.40462635,7.80809298,19.94260155,365.2738343
11.798637,4.105597883,5.043972644,15.31130958,7.943107291,20.6974375,232.9154278
10.29046282,4.178068249,8.057108732,15.15711146,5.264919005,22.89189917,428.6577273
10.68184214,5.159585034,8.286421135,14.63018682,7.401289125,21.51055082,520.708987
10.23351631,2.453382846,5.690678755,15.80146565,6.27864034,19.4781475,135.2148049
11.06084755,5.731965727,7.083169172,15.61485307,7.602446158,22.3956122,483.615087
10.64523558,2.924190902,7.503788564,13.66312334,6.061474752,22.39244633,301.9907199
10.50772716,4.745267736,4.732301237,15.23688001,6.393333561,21.44021074,231.734698
9.395271601,5.593173825,6.997389028,14.73071378,6.755103584,21.37297997,434.538243
9.326489744,4.109227506,7.636542243,15.62219919,7.329817059,20.64738589,376.8075456
11.22331061,4.430636453,5.732824943,15.74574131,8.244801187,20.43376366,296.5958639
11.41676044,6.815584945,6.03130122,16.21951218,6.388941144,19.28846823,492.2873795
11.04376938,5.373751783,7.016012574,14.12157654,6.110845058,20.04331251,448.9331617
10.10145941,3.796961477,7.795311049,15.2719463,7.804006177,21.17385221,379.4918149
10.41276796,2.653762553,5.899679539,14.68931367,5.142952047,21.3112071,164.8533662
9.789567616,3.597053362,7.212498805,14.39649502,7.096729557,22.89696079,314.8337534
10.08436829,3.512769271,4.169264607,14.66422569,5.965419582,21.43092,94.06176334
10.16916552,3.485471446,7.161621463,14.10549985,6.509426536,21.11754651,309.4060894
9.761158138,3.869310737,5.957742695,14.79569248,6.996918384,21.76097064,243.6318609
9.884559423,3.672013519,7.790120921,15.38518197,7.806841742,21.03485,366.5577159
11.48502781,4.751265281,8.530080211,14.21142597,8.458668022,20.5629518,523.0686879
10.23008291,3.662005855,6.367403799,15.5661966,7.975829254,20.59674965,269.370618
12.35526049,4.210417157,6.631246495,13.34278936,5.166292657,21.04438405,360.4590993
10.99683721,4.756565458,7.712278826,13.32862688,7.057507549,21.33428729,452.6764301
9.260145532,2.924160611,6.177796534,13.95523667,7.394781245,18.57305521,181.0432479
8.656597914,3.015024649,8.313545059,14.08999955,7.623097202,21.76000989,331.8424956
9.877701307,4.699822281,7.283535214,13.78103944,7.504047043,22.73826255,398.1753941
9.775548793,4.777188829,6.689844589,16.13348911,6.737282992,20.83010101,365.1079621
9.698442158,3.440034196,7.358332298,14.58990243,6.619928233,22.30021402,313.1356009
9.477399378,3.989516553,5.888814631,13.50043533,6.945517305,20.91977596,238.41667
10.31848961,5.160414094,5.961427363,14.64469044,7.514271235,20.82213139,345.3444499
9.6748133,5.26293954,6.64155568,14.62517457,8.665719155,20.93125572,390.0897696
9.591635485,3.897481216,7.405009849,16.04978217,7.655310871,21.04036327,351.0220319
8.793928752,4.296867942,6.850164439,13.2475634,7.551118642,20.60344211,316.7569857
10.40804851,5.005928541,6.93268246,12.37568874,8.841499379,21.48202215,400.3532021
10.14864784,2.921008033,6.18796696,16.01317143,4.2537147,20.29999365,203.5084583
10.11878825,5.029887328,5.032368833,15.15043561,6.496642943,20.11192039,266.3129752
10.39493033,5.29424095,2.67302077,14.65127471,7.615126873,21.02727437,117.4887592
10.70891383,5.368762424,7.802150229,15.78236793,8.364275758,21.21369468,504.0148105
11.19067928,3.766869854,6.391783881,15.30018488,6.536150117,19.68194459,295.5381414
10.45746334,2.987830021,6.413432514,15.03139309,8.869418669,20.24991458,227.6048978
9.434061388,4.24530552,8.54924199,15.90638552,8.518636181,22.78763104,455.4659734
10.52655875,2.609460923,7.441589539,15.18405418,6.28528981,21.23696258,277.1212459
10.71401666,4.261073873,6.340603393,14.25478279,6.213379569,21.34392277,315.2461154
9.628800335,4.095514386,6.353386333,14.71125162,7.354612775,21.30369974,285.7518587
11.71410714,4.29328808,6.430361086,14.39882325,6.090489371,20.1747175,342.8499018
9.536454748,3.301942447,7.411062873,14.69549895,7.622947751,20.96503825,304.4926652
10.6955884,5.8031688,6.493035866,15.45532281,6.160423285,22.28977093,438.6558738
7.674238594,3.211720929,5.999376653,16.96828374,6.87987492,21.13309384,167.5579331
8.573176228,4.54559757,5.764265356,14.60838904,8.536759278,20.45153358,255.1991048
9.988461077,4.744510376,6.45632067,13.46309714,6.622629124,22.67681445,342.4625969
11.40471958,1.841262317,6.826279547,15.63682609,7.444875717,19.55995939,195.3305346
11.3073092,3.348547058,8.502926857,14.15603129,9.890155735,19.35951838,418.1727465
9.922111064,3.873088908,6.756814977,14.40935777,6.369641896,21.23679246,303.8089669
10.85656445,3.634783503,5.071086517,15.54042963,6.680754323,20.498118,184.801155
12.27382072,5.721037799,6.884786753,15.92893303,7.6243721,21.22165854,491.5875732
9.656930075,4.86152365,6.988124083,15.08297746,7.844758362,21.73191143,387.7057621
9.93531316,4.098320747,4.369587341,12.68461975,6.585468769,21.13219271,142.0078524
9.699578469,3.676975434,4.78771563,14.33124155,5.931490849,20.34969624,142.6351073
9.2900069,4.685339386,8.995921835,14.98073037,5.777376766,21.4170259,513.9317739
10.95123111,4.538580729,6.902114183,14.30604539,10.68207822,22.18185691,380.2299826
9.294628679,4.781271668,5.485374952,13.72194719,7.020731965,19.22503975,262.5529418
10.30552643,4.024769339,6.762427675,14.75412672,7.303884842,21.20958896,322.9908742
9.414947201,2.578979406,4.851628038,15.31283557,8.490421384,23.3381327,66.81117095
10.60884935,3.819817121,7.619466848,16.17551599,7.055589014,20.58311146,380.1121969
10.52150636,4.481923127,8.8594385,15.8699362,7.582200224,20.38928639,514.6762024
9.722149272,6.040717453,7.234967077,14.96921514,6.697380387,21.47691528,490.1660938
11.36476691,5.050076453,6.942751323,14.42862714,6.854557655,22.23399715,427.3847511
8.730243244,5.681605666,8.329511309,14.55402913,7.065386884,20.29739546,524.7789521
10.2664531,5.039141774,6.245154781,15.43970865,5.499823322,19.37589876,358.5387443
9.569486993,3.694547945,6.39843537,14.15203099,6.64701857,21.98418093,257.9504422
12.02229653,3.649397055,7.487526416,16.13252158,6.963288962,22.34057147,384.3007231
10.59772735,3.813657353,5.541298,18.01900746,6.471277256,21.44338393,233.5930545
9.373478299,2.705568634,5.902799733,14.18421661,4.682209903,20.49625929,148.2984121
8.423265767,4.252474065,8.071002861,14.12313041,7.423425816,19.79119741,397.8223281
10.06708671,2.533997067,7.044791086,15.54689152,7.818201148,21.16674957,235.457182
10.63589211,4.389483803,7.51469697,14.37404091,7.232969263,20.46415071,408.505245
9.854295366,4.921327384,6.641122116,14.71703877,6.090781347,21.31077813,369.3911216
10.71020219,3.932180938,8.593481713,14.91212451,7.015688378,22.89855184,457.2089407
9.224939822,2.884942351,6.80257881,15.91252562,4.963824074,20.89747488,228.3292157
9.450942203,5.740785628,5.721502166,14.04246115,6.416371504,22.28290458,351.4814245
10.56752033,2.494067513,6.720428989,15.43077056,6.310361178,20.80210129,218.017764
9.372330679,3.668516416,7.752510275,15.71327,7.983512638,23.08395659,355.0435692
9.57409507,4.334662416,7.433652879,16.46041353,8.083455402,20.16853095,384.9057848
8.862050197,4.548744488,7.750931766,17.48324685,5.681008654,21.3735259,412.8113154
9.014004575,4.446162793,5.85571257,15.2179837,7.048577879,20.44237484,264.5710628
9.060488874,5.025448901,5.991234065,14.6331199,4.428670828,20.79989144,314.7738041
10.2312232,3.855815439,7.197382998,15.46667949,7.367478755,22.24984722,343.1471222
11.86916705,4.822194402,8.49238724,14.50872427,7.866269881,21.15879418,533.2281226
10.11112654,3.780784801,8.50746648,12.91451734,6.487122686,22.80945908,423.7710009
8.836692493,4.27586278,7.281481153,14.70704509,6.791185023,19.80433633,351.3231869
9.474145727,4.421066903,7.730817429,15.18039425,6.678898842,20.16153046,407.274058
9.874130911,5.135327801,5.706010963,13.96972412,7.647157249,21.62963274,314.9996973
10.88126676,2.144662038,7.002571498,14.85908351,6.492712498,22.06620609,217.9149594
9.701959753,5.316199996,5.955595204,15.44626172,6.105284773,21.70182343,346.797382
9.018676565,3.176044055,5.677547514,15.61739234,5.499507908,21.53937298,162.6815341
9.824062423,4.508913289,5.492060694,16.3146812,5.365593279,21.2661963,260.4769861
11.08057638,4.942148172,6.622244915,16.92482762,6.052240609,21.78989526,398.0533846
10.25436299,4.621383194,6.34311273,12.95660174,7.083525434,22.63434653,329.0117533
10.32590747,3.855225738,6.405796696,14.04241447,8.023478036,21.16023887,283.5065295
7.385705643,3.121023891,5.075731712,14.14572599,6.867304922,21.13120305,81.06027315
9.941981883,4.619361654,7.408629571,17.34637467,7.743833052,21.6376316,412.434449
9.545167337,2.346806108,7.124832395,15.18032792,8.56321151,19.99844149,217.4244699
8.419268068,5.307795101,6.670493463,14.97816317,6.429806529,20.35606847,373.2396277
10.4534083,2.801344596,6.360959916,16.57047435,7.375174619,22.5582269,214.6964624
9.227050588,4.190474082,7.550358656,15.51894903,7.840281374,21.0492929,374.1801247
8.835201839,4.902505637,7.716733212,15.62971487,6.398156056,21.5263469,429.8606087
9.691259021,5.546412375,4.628233152,15.31894355,7.627806576,21.6577503,266.2206694
9.258543829,3.568221028,5.631404485,14.56263268,7.802874204,21.32694986,188.7316856
8.858742696,6.06546763,6.494478025,14.91473193,6.692970917,20.15024262,422.1250996
11.25610084,4.265036807,8.515670991,15.51756163,6.754068107,20.32876461,486.8577152
11.08620605,1.870551995,6.194494772,13.98447854,6.493276867,20.48944204,141.1733924
9.40193144,3.575630197,6.373032252,14.24936147,5.661725149,19.47583586,244.8438574
9.143600331,5.58066827,5.865201562,14.28016235,6.676069247,24.03128786,345.5589267
9.710570212,4.320222793,6.427694157,16.77387153,6.974132943,23.03833696,314.1894041
10.4630798,2.648318403,5.736883906,14.07926474,5.819217913,20.79762106,151.933273
7.96613162,3.740097347,6.293786096,14.69105054,6.983832831,19.98513108,225.5654577
10.92820917,5.212241846,7.67825927,15.23454627,8.046106278,19.86272225,486.4669781
11.43545867,5.856753917,8.449479051,14.87619082,7.433887704,20.4002636,596.5205666
10.98968174,5.915297584,6.51529567,14.85415059,6.732960929,20.88031761,451.9811514
11.0075247,4.626747722,6.451308144,15.55660652,7.666594653,23.11606911,358.1934164
11.85631345,3.880382831,6.845108787,14.66490274,7.165220883,21.88284324,347.004939
10.17208736,4.151039374,7.218805626,16.62292511,7.623131751,21.6332992,367.7095246
9.736045432,3.156971587,6.596758221,14.21637652,7.340599861,18.96563404,237.4605982
10.99692331,4.160357038,6.628825708,14.33489038,6.167709839,20.42711707,334.4604747
9.263097624,4.374142639,6.907747802,15.28501023,6.716845065,19.77506151,340.580479
10.15632137,5.07695565,6.020270322,14.85192065,7.904818239,19.72305348,341.258115
9.698503274,3.25878216,6.214061214,16.56130244,7.92446282,23.00173728,222.5887373
9.114557845,4.775442587,5.43619759,15.56562834,6.482703536,22.51730351,260.2565136
10.74909527,5.101066138,6.90351646,14.02437162,5.708200233,20.91205553,415.7502259
11.30522496,3.626981849,6.555725351,14.55814674,6.822605812,21.68017065,297.5930755
10.81800564,4.323611208,6.776679267,15.97971499,7.414587164,20.11765074,357.9688713
10.59365723,5.057812093,6.344647004,15.44254794,6.121649117,21.46270841,373.1120422
12.15068956,4.182901352,3.750251252,13.73588639,7.888569479,22.39838325,146.6549597
9.4163856,5.524653479,6.503524281,13.09430985,7.896702176,20.38376755,389.7122155
9.36068391,4.227596071,7.668562822,15.79113567,9.455865094,20.39181475,388.6022887
8.047899899,2.596046895,6.259185495,15.09251615,4.90273949,19.56883164,144.4967298
9.139675552,5.571434008,6.406792016,16.31790365,5.516309318,21.54965369,389.694848
10.25414386,4.305917261,9.051107369,16.05884048,8.687517928,22.01501922,511.6942882
10.55434202,3.235579562,5.879634542,13.91498353,7.554567844,20.72339032,205.1984269
11.14770846,5.011462829,7.018108412,15.92417176,6.242459488,20.53480167,430.2002156
8.504420394,3.428433765,6.381152241,14.4486372,6.877787738,22.21604089,219.0318985
10.36959495,5.356207895,6.217919197,15.0186453,7.237898267,23.27813497,379.7888081
10.64546336,4.148271841,6.53712199,16.11911172,7.241523544,20.08051254,325.3802142
10.1613876,3.665517662,7.516960892,14.14994436,5.776924878,20.09054286,347.9896277
10.59656411,5.153838573,5.595155483,16.04590486,6.804072971,22.30758323,327.1877219
9.008063408,3.300495568,6.754497285,14.75904911,9.718749844,21.0491293,247.1813273
9.515352454,4.317892651,8.15130443,15.41671317,6.990179604,21.5294597,431.8899516
10.7696481,2.93224781,6.814983063,15.77688802,7.135206651,20.32662875,260.5800152
9.261141631,3.272004015,7.428742388,15.03669967,7.446250669,23.03280105,299.5078298
8.524382803,5.936678501,8.953715087,15.09561135,6.213705452,22.19090292,585.8902045
9.351460462,3.396069107,8.643035624,15.29834483,5.915671711,20.26639205,398.8515568
11.36700644,3.292876108,6.461328469,14.75687246,7.225759976,21.59322028,268.7118739
10.23367691,4.85833395,6.491441489,14.99445997,9.185445544,20.02099213,361.760502
11.01841881,3.384368807,8.240025281,16.03623273,8.564106099,21.61259638,401.4219394
11.53871686,4.540538516,7.218092919,13.95733748,6.782865042,19.22438137,413.1455725
8.902549069,3.521577435,7.244563308,14.65979863,7.330915888,22.29420533,296.2285663
8.721743721,4.400969141,6.821597987,15.75106667,7.216251732,18.97783582,327.547545
9.197924581,5.507480081,4.572194502,14.82425473,7.859321155,21.53219544,248.9562269
8.41998822,4.758889201,6.4165603,14.13319596,6.501379874,19.51377689,313.5957358
10.17250314,3.865335196,6.368448213,15.84595356,8.344342433,22.33496859,283.5717361
